src_id,dst_id
4800,1321
4800,192
4800,187
4800,193
4800,1318
896,111
5343,87
896,197
5348,1322
5346,200
5346,203
5373,204
896,205
4518,1324
5191,43
5374,124
4725,209
4725,210
4725,211
4725,212
4247,214
4247,215
5375,217
5375,216
5310,20
4247,1325
4247,221
5352,222
5352,223
5346,89
4464,224
4485,224
5348,225
4716,227
1637,228
4247,229
5361,18
5349,230
4247,231
896,233
4332,89
71,156
4247,234
5376,235
5377,235
4563,101
218,101
5378,101
5348,1326
4247,237
4247,238
4247,239
5346,240
5346,241
5346,242
4563,243
4247,244
4247,245
218,1325
4563,1325
4716,246
4249,247
4247,247
896,247
720,247
4247,248
896,249
218,1327
896,251
896,252
5346,253
5362,254
5362,255
4249,257
5353,257
5351,259
720,260
5233,260
5379,259
5353,261
4247,262
4247,263
4247,264
5380,265
5362,77
4247,266
4247,267
896,89
5381,93
5352,1329
896,1329
720,1329
5350,87
5382,268
218,269
218,270
4563,271
5367,101
5383,273
5383,274
5383,275
5351,1330
5367,1330
5384,1330
4526,1330
5363,89
5363,88
4247,31
5346,1331
5346,1332
4249,157
5349,279
5304,280
4344,280
896,189
896,281
896,282
4249,1333
896,283
4247,285
4247,1334
896,88
5385,287
4247,288
4247,1335
4247,291
4247,292
218,292
5360,228
4247,228
5351,156
4454,293
5386,1336
5386,1337
5356,214
5304,214
5387,1338
5349,300
4247,1339
5349,214
896,10
5346,301
4422,302
5346,303
4247,1302
5346,1340
4247,305
5383,89
4247,70
4247,306
5388,307
4464,308
5389,20
5360,20
4247,309
4247,56
5346,310
5346,311
896,312
896,149
4247,149
4603,52
4563,1341
5360,314
5390,315
4247,316
4247,1342
4247,1343
4247,1344
5346,319
5391,320
896,321
5360,1345
5360,1346
5360,324
4249,268
4249,325
4560,326
4820,326
5346,326
4622,327
4454,13
5348,328
4247,331
4247,1347
4247,333
896,1348
4247,335
4247,336
5368,43
5343,338
5348,94
5348,340
5392,341
5393,342
5344,342
5353,190
5160,343
5390,343
5394,343
5314,345
5395,346
4563,1351
5349,358
5346,93
5360,93
896,359
896,151
4247,361
218,1352
4563,362
4310,363
3277,1353
5346,364
5360,1336
5343,365
5370,366
4247,1354
5349,368
4326,368
4247,371
4310,83
4345,83
5396,83
1512,83
4310,151
4345,151
5396,151
1512,151
218,145
5397,372
5346,373
5356,39
896,374
5398,375
4312,376
5346,63
4247,377
4247,378
896,379
896,1355
896,186
5356,186
5377,186
4941,186
5399,382
4247,129
5389,129
896,385
5400,32
5365,185
218,185
4563,185
896,388
4247,388
896,1356
4345,136
896,392
4485,393
4247,77
4247,171
5401,152
5351,81
4464,81
5310,394
4464,1358
218,396
5402,1359
896,397
4247,398
5403,399
4247,43
4247,402
5344,404
5346,1361
4247,406
4563,1362
71,1362
5346,228
4378,408
5346,1363
4249,47
4247,410
5404,1364
5346,275
5405,275
218,89
4310,228
301,166
4247,412
896,417
4247,417
5406,63
5406,418
5406,419
5360,77
720,422
218,43
5407,413
4247,93
4247,413
4247,427
4247,428
4247,426
5349,429
5360,1365
5342,431
4247,432
896,310
543,433
543,310
543,432
543,434
4247,63
4725,436
5346,437
5346,438
5349,292
218,439
4301,440
896,440
5304,440
4310,440
5353,441
5353,302
4249,443
4247,444
4249,447
218,448
218,449
896,448
896,449
5408,1366
5395,1366
5409,1361
5346,18
4247,1367
4247,297
4247,220
5233,452
896,101
896,39
5348,453
5348,454
5348,455
5348,456
5348,457
5346,460
5346,41
4247,461
896,465
4247,1370
5410,467
896,467
5411,467
720,467
4377,467
896,469
4249,470
5400,88
4247,1373
5368,472
5341,472
5346,1374
5353,1375
218,475
5412,1336
5351,1377
5351,478
5351,479
5160,129
5353,481
5346,482
5346,483
5396,484
5352,484
5413,465
4243,383
5370,10
4249,60
5367,60
5346,60
5353,1378
5360,1379
2366,1379
5353,486
5384,202
4803,450
4422,56
4422,151
4422,1380
4422,450
4526,74
4247,488
5353,1381
4247,491
4247,134
4247,492
5414,493
4247,71
4247,494
5364,77
5364,384
4563,384
218,384
5415,384
5416,496
218,497
5346,498
4247,499
5346,401
5346,500
5417,501
5365,502
4718,502
4537,502
4247,503
4247,504
4247,505
5353,92
5353,1382
5304,1382
896,1382
4345,1382
5353,510
4247,1383
4247,512
4247,1384
4247,514
4247,515
4247,516
896,517
4247,364
5346,1385
4247,468
5349,1372
4247,522
4247,1387
896,1388
5346,272
4268,468
4268,1389
218,468
218,1389
5348,1390
5346,94
5346,81
5346,527
5346,1392
4247,1393
4247,1394
5160,20
5377,533
5353,534
720,1396
5366,1397
5346,199
5344,537
5344,166
4247,538
5418,539
5419,540
4526,541
4247,1398
4247,87
5310,543
896,544
4247,544
218,471
4563,471
5397,1399
4377,1400
4377,272
4377,1401
4377,547
4377,548
4380,547
4380,548
4247,549
5378,551
5378,552
5378,553
5353,554
4247,1329
896,555
896,196
896,556
5353,307
5365,557
5346,558
4426,559
5420,559
4485,559
4268,559
5371,559
543,559
5421,558
4310,560
896,368
4344,531
4243,531
5346,531
5310,531
5422,562
5422,489
218,563
218,564
4563,563
4563,564
218,18
4310,18
5423,18
4344,18
4384,18
4377,18
218,139
4310,139
5423,139
4344,139
4384,139
4377,139
5346,77
896,18
896,75
896,76
896,565
4247,566
4247,567
543,568
5360,101
5037,431
5414,431
896,570
4247,571
4247,572
896,1403
896,1368
896,1404
896,1405
896,576
4247,1403
4247,1368
4247,1404
4247,1405
4247,576
4249,577
4345,396
4345,224
5341,582
896,1406
5346,171
5346,584
4725,585
4725,586
5351,585
5351,586
896,587
896,588
896,589
218,590
218,591
896,260
5360,43
4464,205
5351,592
5424,593
4526,156
5281,1407
454,595
4247,1408
4247,597
4247,598
4247,599
5351,600
218,385
4716,601
5348,601
218,88
218,13
4247,602
5346,603
5396,604
5304,604
4271,604
4347,604
896,604
5310,51
4247,605
5362,1349
896,1410
4454,608
4483,609
896,608
4247,608
4247,611
71,88
5310,310
5343,1331
218,14
896,228
4247,1411
4247,614
896,615
4247,616
4247,617
5346,618
896,139
896,1412
5425,88
5361,88
4345,88
4254,88
4310,88
5396,88
4271,88
4247,293
896,620
896,621
4247,620
4247,621
4725,466
4247,260
5346,490
4454,622
896,623
5346,625
5360,164
5343,626
4247,449
4247,627
5426,190
896,628
4650,358
4650,136
896,358
896,136
4951,629
5427,18
4247,18
896,87
1721,1352
4247,630
5349,565
5310,89
896,631
4518,463
5404,471
5404,632
5404,13
4249,633
4249,634
896,156
4725,43
4247,635
896,635
4254,635
454,635
4247,636
4247,637
5428,146
5343,146
896,1414
5429,156
5346,639
4673,1415
4673,1416
5346,125
4247,202
4247,272
4247,644
4247,145
4247,645
5346,1417
5346,410
4247,1418
4247,1419
4247,649
896,1419
896,649
4247,650
4247,356
4247,651
896,650
5346,652
4243,81
5404,89
5404,237
4247,653
5346,654
4247,655
5353,656
5353,657
4247,658
5430,10
4563,659
4526,661
5310,662
218,663
4247,664
5431,665
5346,1421
5362,667
5360,668
4563,668
896,669
4310,1368
4254,1368
5365,670
218,672
218,673
4310,396
4310,672
4310,673
5432,396
5432,672
5432,673
4254,396
4254,672
4254,673
4247,674
1063,675
5346,678
5360,679
4247,569
5346,1423
5341,681
4247,682
4526,81
5360,683
4725,684
4725,88
4725,63
4725,426
4725,685
4725,686
4725,687
4725,413
4725,307
218,684
218,63
218,426
218,685
218,686
218,687
218,413
218,307
4454,684
4454,88
4454,63
4454,426
4454,685
4454,686
4454,687
4454,413
4454,307
4716,688
896,688
4247,688
896,689
5346,692
896,1424
5433,87
4254,694
5343,186
4247,1425
4247,696
4247,1426
896,266
4563,699
218,699
5434,700
5353,701
218,129
5382,129
5390,702
5353,89
896,43
5104,703
5312,707
5435,707
896,1427
896,1428
5436,190
5346,20
5346,47
5437,711
5353,711
218,1429
896,1430
4247,714
896,714
896,715
5343,716
5438,406
5438,129
5438,19
4247,391
4247,683
218,77
896,23
5346,718
896,346
4247,227
5360,720
4563,720
218,720
4247,721
896,1366
4247,1431
4247,723
4247,724
5360,238
218,725
5347,726
4247,42
5346,431
5256,272
5390,272
4249,272
5439,89
4247,727
5346,79
4249,465
896,729
4247,1432
5346,43
5347,88
5346,730
4560,1433
5346,731
5383,21
896,732
5346,733
4247,733
454,735
5440,81
4247,736
5360,1434
5407,738
4247,739
218,740
5353,741
4247,742
4563,77
5360,743
4247,20
5375,16
5346,16
5441,746
5441,214
5441,613
4247,10
5346,747
896,748
5350,1435
4310,751
896,704
5360,752
4247,752
5348,753
5348,560
5346,13
5346,754
4247,581
4377,757
4377,758
5346,757
5346,758
5353,1436
4408,1437
5349,1437
896,1438
4247,762
4249,197
5353,213
5425,89
4310,1336
5365,43
4724,43
5423,1361
5360,763
4249,765
218,766
4563,766
4247,1440
4247,768
4247,1441
5346,87
4247,138
5256,770
5256,771
5442,138
71,138
71,1352
218,704
5310,772
5425,776
5396,776
5396,89
896,71
896,777
896,779
4247,779
896,384
896,293
218,1442
4247,1352
5436,1443
5367,1443
5346,446
5395,613
5397,613
4247,784
4247,448
5346,785
4247,36
4247,786
5310,787
5304,87
5443,431
5346,151
896,788
5346,88
5346,789
4243,752
5354,752
4247,792
4247,1444
4603,47
896,414
4247,1445
4247,52
4247,798
4247,799
5444,1329
5349,800
5349,442
4254,400
4254,245
4247,1446
720,1447
4310,805
896,14
896,806
4247,807
5343,808
4247,787
5304,809
5445,809
896,809
4247,810
4247,376
4247,456
5310,87
5348,87
218,813
4247,213
71,77
5341,814
5341,293
896,32
5446,816
5310,816
218,565
218,76
4247,1448
543,818
4268,818
994,818
30,818
4941,818
896,1449
896,1376
896,445
896,820
4247,1449
4247,1376
4247,445
4247,820
5360,111
218,190
4803,1451
4803,825
4247,826
4247,51
4254,490
4247,827
4247,464
4247,37
5346,829
5346,830
4247,830
5160,205
5160,293
5400,832
5447,832
4486,832
4247,72
4247,1452
896,834
4310,835
4247,836
896,375
5346,837
4247,838
4247,839
5353,840
5375,841
5349,1453
896,843
896,844
896,83
896,845
4247,846
4247,307
4247,854
4247,855
896,470
5448,1433
4970,74
5349,48
5449,48
5351,559
4247,559
5360,167
5256,860
5361,861
5450,862
4377,75
4310,75
5346,863
5416,63
5353,864
5353,865
4247,167
4247,867
5346,868
4247,869
5353,1454
5348,77
5346,871
4603,872
5310,872
4622,145
896,1455
4247,1455
5346,1455
4247,873
5374,874
5374,875
4247,876
4247,877
5353,80
5353,878
4247,359
4247,442
5346,879
5346,359
5346,880
896,879
896,442
896,880
4247,1457
4247,1328
4464,883
5349,883
5355,884
4563,151
4563,87
4247,885
5346,889
896,890
4377,890
5305,890
4979,891
5310,1458
4254,18
4247,892
4247,1459
4426,893
896,893
5346,894
5360,895
4247,896
896,897
896,13
5353,898
5407,391
5407,899
5346,214
5346,900
4247,900
5346,1460
5346,902
4247,902
5351,904
4247,906
5360,907
4281,871
5343,908
4378,260
4378,909
4378,259
4310,260
4310,909
4310,259
896,795
5346,910
5310,1359
218,0
896,780
4254,136
4377,136
4310,136
4344,136
5361,136
5396,136
896,1461
720,81
5451,43
4247,384
4408,1462
4521,1462
5400,914
5346,1465
5408,77
5408,307
5341,70
5360,919
4247,920
5358,293
5372,293
2798,1466
5304,1466
896,1466
218,1466
417,1466
5452,1466
5365,1425
5365,1467
5365,268
4247,268
896,1375
896,923
896,753
896,924
896,668
896,925
896,458
896,926
4247,1375
4247,923
4247,753
4247,924
4247,668
4247,925
4247,458
4247,926
4247,707
4247,529
4247,927
5383,928
5383,929
5346,164
5310,1468
5352,1468
4247,931
5310,933
4247,1469
4247,1470
4247,1471
5310,1471
4454,1471
4310,938
5343,18
4345,214
4247,945
4247,1336
4247,1472
4247,1473
5453,277
4561,72
218,72
4247,419
4561,419
218,419
5377,647
5353,647
4249,798
4247,949
5454,950
5452,101
4247,465
5431,951
896,951
5367,951
30,952
30,953
720,954
5455,955
5455,956
720,87
218,87
5456,87
4345,18
4247,1474
4603,1475
218,1476
218,1477
4563,1478
4563,1373
4350,961
5371,962
5360,963
218,964
896,463
4247,463
5343,1479
4526,966
218,380
5348,426
5385,967
5346,968
5360,339
4247,339
896,275
4247,275
5304,83
5304,969
5304,970
5304,971
4673,971
4249,795
4247,1481
4247,973
5353,975
896,976
4247,977
5457,368
896,718
5341,978
4247,1461
4247,1482
4247,980
5310,199
5397,570
5397,981
896,982
5346,770
5346,982
5346,771
4563,18
4247,209
5458,983
4716,190
5404,63
5459,151
5459,984
5460,151
5460,984
4468,151
4468,984
4598,985
4486,985
896,986
4247,986
5343,408
896,408
896,164
4247,164
5343,167
5461,987
5462,988
896,988
218,988
543,988
4301,988
454,988
4254,988
4723,988
1512,988
5463,988
5464,989
4464,679
4526,465
5416,990
5104,228
5362,992
5310,994
5191,995
4716,996
5346,996
4716,1485
5346,1485
4247,998
4247,495
4485,396
4485,13
4485,652
218,652
4563,396
4563,13
4563,652
5362,32
4247,999
896,1000
4247,1000
4563,1001
4247,679
5404,1002
896,1003
896,190
4247,174
218,348
4563,348
720,194
896,194
4377,1004
896,218
896,1005
5465,885
5466,1006
4247,1486
896,1487
896,1488
896,1489
4247,1013
896,1013
5467,1015
5468,1015
5469,1015
4563,1015
5415,1015
5453,1015
180,1015
5310,1015
218,1015
4563,1016
543,367
543,25
5346,1017
5346,189
5346,170
4326,1019
4247,88
4563,88
4247,1020
4247,76
5346,76
4247,565
5346,565
4247,25
4259,1021
896,0
896,1024
896,1025
5341,83
5341,111
5341,196
3756,1025
3756,1026
4951,1027
4247,1027
4247,1490
5353,1491
5346,138
896,1492
5353,1029
1512,293
1512,19
5343,1030
4464,1031
896,595
5390,1493
5399,1493
5360,18
896,1336
896,1398
5256,87
5390,87
218,293
5365,1033
5365,1034
218,1035
3277,1036
5346,1494
5351,220
4716,410
4594,1038
896,1039
5360,317
4247,47
4247,1495
5310,1368
720,1041
1627,384
5470,1042
5346,404
4247,1043
5389,500
5389,227
5346,442
2873,43
5305,1044
5346,456
4247,1045
4247,1046
4247,319
4247,1047
4247,89
4247,1048
4247,218
5346,225
5346,1049
5471,1497
4247,1498
4247,1499
896,1053
4310,176
218,1054
5346,1055
5360,1055
5370,1056
4561,1056
5472,1056
5473,1056
5233,1057
5416,1058
896,653
896,224
4247,1059
5310,13
896,1500
5343,190
5343,1061
5343,93
4247,1062
4247,1063
5362,1063
4247,1064
896,1064
4464,1065
4247,1066
5346,749
896,839
5346,645
5346,152
4380,1501
4564,1501
4247,1501
896,1501
5464,1502
5334,111
5349,491
5310,1073
896,47
5058,190
4247,190
5352,375
4247,375
4247,513
4247,1074
896,1075
5474,1076
5346,1077
5346,1078
5346,1079
896,1080
896,1081
896,984
896,1082
5349,704
5349,1083
5404,31
4247,1084
5475,1503
4247,1503
218,1503
5310,1503
5346,634
896,815
896,1504
4563,1087
4563,513
4725,13
218,136
5476,89
5477,1088
4247,1089
4247,363
4247,1090
720,1505
5378,209
5378,77
5378,1093
5349,76
5349,20
4247,1506
5360,865
4526,1507
4526,1508
896,1507
896,1508
720,1096
5363,1097
896,1098
5233,1098
4247,1099
5346,1100
5353,1101
4622,1102
5442,39
5346,561
4249,1509
5396,1106
5104,1106
5346,1107
4247,1107
4249,81
4247,13
4247,1108
4247,1109
5478,20
5478,1110
720,1510
4526,957
4526,1113
4247,1114
5479,76
4247,1115
4247,1511
4247,1117
5400,293
5346,293
5346,1118
5480,293
4247,1119
4247,1120
4247,1121
5346,1120
5346,1121
5371,272
4247,1512
4247,1123
5353,197
5416,228
5355,1124
5481,957
5353,1125
4247,1126
4247,1127
5346,1126
5346,1127
4247,83
896,1128
4249,136
5360,450
5360,79
5160,750
4247,561
896,1136
896,1514
4310,43
5396,43
5078,43
5348,43
4243,43
4247,1137
5349,1137
5349,645
5351,645
5464,1138
4247,1140
896,1141
4247,1142
896,1143
5346,202
5403,1146
4345,62
896,62
5304,62
5452,62
5346,1515
5346,471
896,1515
896,471
4247,1515
4247,471
5343,1148
5358,1149
896,1516
4247,601
5342,205
4561,1517
4561,718
896,1517
4247,1517
4247,718
5425,813
5396,813
5482,1153
4247,500
4716,500
4247,152
4617,1155
896,80
2696,1157
896,1157
720,1157
5404,1158
896,1418
5256,1159
5390,1159
4247,1159
71,1160
4600,45
5353,1139
5351,1165
5379,1165
4247,1166
5396,228
4951,87
4526,1167
5365,1168
5483,645
4247,1169
4247,1170
4249,1171
896,1172
4247,1172
5353,752
5383,1174
4246,1175
4246,1176
4249,1177
4247,1177
5360,1177
5346,1177
4783,96
5346,1178
896,1180
896,1521
896,1182
218,1183
4249,893
5349,1313
5360,1186
5346,83
4247,1522
4249,223
5387,1188
5391,1188
5360,1496
4247,1496
5353,885
5346,1452
5344,1189
4247,1190
4592,1191
896,1192
896,292
4247,1192
5346,384
4377,1073
5304,1073
4247,1073
4344,1073
4249,1329
5346,1194
5370,1194
4247,1195
5346,716
5360,1403
5360,87
896,1524
4247,1524
4247,23
4537,88
5383,88
896,1197
896,1525
5343,668
5343,963
4542,83
4542,1200
5346,673
4249,673
5349,463
5353,1201
4412,1202
896,1203
5346,1526
896,334
896,1205
4247,1504
5349,1433
896,170
2279,170
5368,1528
5310,1405
896,1207
4247,1207
4345,1208
4377,1208
4310,1208
4301,1208
4262,1208
5474,1208
5304,1208
5310,1208
4247,1208
4464,1170
4247,1529
5346,1530
5346,1480
4603,1212
417,1187
896,1214
4247,1215
4247,45
5346,1531
5346,1532
5346,1219
5346,611
5410,1220
5410,1221
5410,48
4249,214
5347,391
4247,343
5484,89
5361,89
4254,89
4310,89
5362,190
896,1222
4951,992
4951,1223
4247,286
5304,39
4310,39
4247,224
4247,1533
896,307
896,1328
4247,1225
4377,151
4262,151
896,1226
5362,87
5362,1227
5346,1228
896,566
5360,32
4247,32
4247,1229
5485,1229
5233,1534
5378,1231
5378,404
5378,963
5378,205
5378,1065
896,1231
896,404
896,963
896,1065
4247,1231
4247,404
4247,963
4247,1065
5348,1232
5348,1233
5348,228
4249,1234
5346,1235
896,1236
5346,31
4803,93
4247,1237
5362,1238
5362,20
5362,101
4560,1535
5353,334
4665,1242
4422,1242
5486,1242
1538,1242
4635,1242
4743,1243
896,1243
4647,1242
896,1245
5353,1247
5358,88
4247,431
5346,1249
896,1250
5487,1251
5304,1251
218,1251
4422,1251
5346,465
5348,377
5462,1536
4247,1536
4249,74
4247,1537
2279,307
4247,166
4563,862
4247,862
218,862
4247,928
218,1253
543,1253
4561,1349
896,44
4247,44
5310,194
4310,194
5343,197
896,166
5353,478
4247,1257
5160,1086
4254,1258
4254,1259
4254,1260
4254,1261
4310,1258
4310,1259
4310,1260
4310,1261
896,1539
218,1263
4563,1263
896,1264
5310,893
543,893
218,893
5352,893
4377,893
720,893
5488,1267
4247,205
4247,1269
896,1540
5397,1352
5397,89
4310,94
4254,94
4348,94
4247,1270
5346,1272
5346,268
5360,1273
5360,1274
5360,268
5360,1275
218,16
4247,101
5343,1277
896,611
4560,307
5397,1279
5348,1281
720,1542
4951,1403
5353,471
4247,1282
5489,1368
5490,1283
5490,1368
5397,1284
4454,1285
5365,1286
5491,1543
5491,1443
5492,1288
4464,1289
4310,1290
4344,1290
5317,1290
4247,450
4247,710
896,20
