src_id,dst_id
223,62
75,62
7,62
1027,62
24,62
112,62
97,62
95,62
169,62
107,62
91,62
185,62
139,62
1418,62
223,63
90,64
0,64
116,64
36,65
90,66
146,66
1120,67
673,67
266,68
144,68
14,69
45,70
79,71
79,72
33,73
16,74
205,75
3,75
6,75
8,75
2,75
54,75
190,75
1416,75
31,76
75,76
24,76
2,76
91,76
3,77
43,78
24,78
2,78
196,78
54,79
205,80
132,80
96,80
19,80
65,81
3,82
169,82
8,83
104,83
18,83
162,83
3,84
3,85
19,85
95,85
91,86
1418,87
575,87
2,88
65,89
14,89
91,89
33,89
87,90
205,91
860,91
343,91
205,92
97,92
343,92
87,93
205,94
90,94
860,94
97,94
14,94
13,94
139,94
205,95
17,96
94,97
3,98
190,99
1418,99
43,100
54,100
75,101
25,102
43,102
291,103
454,103
532,103
540,104
9,105
21,105
36,105
169,105
1418,105
107,106
8,107
18,107
20,108
228,109
291,110
132,110
96,110
4,110
540,110
454,110
532,110
162,111
454,112
532,112
169,113
18,114
8,115
454,116
95,117
75,118
24,118
91,118
75,119
25,119
1418,119
3,120
31,121
91,121
65,122
18,122
43,123
18,123
51,124
90,124
139,124
21,125
107,126
1418,126
31,127
75,127
1418,127
152,128
0,128
132,128
96,128
15,128
75,129
58,129
860,130
54,131
18,132
8,133
18,133
8,134
8,135
162,135
18,136
162,136
40,136
8,137
18,137
8,138
18,138
112,139
3,140
8,140
2,141
2,142
9,143
31,143
25,143
24,143
54,143
169,143
75,144
1027,145
108,146
169,147
1416,147
0,148
18,149
1120,150
58,150
104,150
94,150
185,150
673,150
3,151
9,152
54,152
5,152
9,153
9,154
9,155
9,156
9,157
9,158
31,159
31,160
169,160
860,161
90,162
97,162
18,162
21,163
190,164
640,165
97,165
87,165
54,166
1418,167
1027,168
14,168
45,169
2,170
238,171
1418,172
1120,173
94,173
10,173
8,174
2,174
14,174
33,174
56,175
54,175
169,175
107,176
1418,176
24,177
11,178
45,179
75,179
45,180
3,181
75,182
146,182
75,183
75,184
75,185
54,185
1418,185
11,186
11,187
95,187
11,188
11,189
14,189
5,189
11,190
8,190
18,190
51,191
19,192
40,192
15,192
40,193
8,194
2,195
18,195
8,196
185,196
43,197
54,197
18,197
162,197
36,198
0,199
132,200
96,200
4,200
95,200
169,201
3,202
23,202
95,202
16,203
16,204
16,205
1421,206
1422,206
1426,206
0,207
1418,207
25,208
43,208
25,209
25,210
43,210
2,211
54,211
7,212
43,213
190,214
152,215
15,216
169,217
2,218
51,219
860,220
3,221
96,221
278,222
15,223
65,224
169,225
454,226
3,227
3,228
3,229
3,230
51,231
51,232
51,233
51,234
14,234
139,234
51,235
51,236
144,237
94,237
20,237
144,238
278,239
1418,240
21,241
107,242
0,243
91,244
95,245
278,246
79,246
8,247
15,248
2,249
1027,250
238,250
1027,251
238,251
1027,252
1027,253
238,253
1027,254
653,255
24,256
24,257
90,258
90,259
1418,259
90,260
860,260
91,261
640,262
640,263
640,264
640,265
36,266
291,267
291,268
291,269
54,270
18,270
2,271
112,272
6,273
15,273
23,274
36,274
1120,275
1120,276
1120,277
673,277
1120,278
1120,279
1120,280
673,281
94,282
1416,283
860,284
860,285
860,286
860,287
1423,288
266,289
266,290
266,291
221,291
266,292
94,293
108,294
96,295
15,295
62,296
62,297
6,298
65,299
91,300
15,301
8,302
8,303
8,304
36,305
54,306
15,307
33,307
162,308
162,309
79,310
18,311
20,312
58,313
104,314
23,315
95,315
132,316
23,316
96,316
4,316
54,317
1418,318
58,319
97,320
169,321
97,322
23,322
95,322
97,323
23,324
95,324
23,325
36,325
23,326
95,326
23,327
36,328
36,329
95,329
19,330
1418,331
53,332
53,333
53,334
53,335
53,336
54,337
54,338
540,339
146,340
228,341
54,342
18,343
94,344
144,345
144,346
144,347
94,348
94,349
94,350
454,351
532,351
1418,352
162,353
18,354
18,355
128,356
169,357
14,358
13,358
5,358
128,359
196,360
196,361
48,362
15,363
28,364
1416,365
1420,366
1421,366
1422,366
1424,366
1426,366
673,367
